id,nome,categoria,valor
35693,Bose Fone de Ouvido Bluetooth Crystal 5361,Eletrônicos,11084.45
110240,TCL Protetor de Surto Ultra Slim 7634,Eletrônicos,6685.32
48174,Samsung Smartwatch Redmi Note 5811,Comunicação,3898.84
134445,Bose Micro-ondas Series X 5952,Eletrônicos,10117.76
198933,Acer Placa de Vídeo RTX G Series 195,Informática,11274.82
134332,Realme Smartphone Pixel 8 7659,Comunicação,4276.11
127829,Motorola Carregador Rápido Redmi Note 4443,Comunicação,409.35
53024,HP SSD 1TB NVMe Legion 9564,Informática,816.36
129515,MSI Mouse Sem Fio Vostro 4016,Informática,6716.18
35556,Sony Protetor de Surto Crystal 3606,Eletrônicos,10758.98
166173,Apple Webcam Full HD ThinkPad 601,Informática,2402.18
15524,MSI Mouse Sem Fio Inspiron 8990,Informática,2885.34
158609,TCL Fone de Ouvido Bluetooth Pro 2024 2340,Eletrônicos,9572.84
71862,Realme Power Bank Moto G 9153,Comunicação,831.13
115915,Panasonic Protetor de Surto Series X 2130,Eletrônicos,11964.09
142261,Sony Protetor de Surto Series X 482,Eletrônicos,1880.42
35480,TCL Soundbar Elite Edition 7481,Eletrônicos,8665.03
133831,Xiaomi Capa de Silicone Moto G 2351,Comunicação,5091.92
58607,Lenovo Mouse Sem Fio ThinkPad 5787,Informática,8476.13
34520,Bose Cabo HDMI 2.1 Ultra Slim 6718,Eletrônicos,10545.97
187405,Apple Power Bank Moto G 399,Comunicação,3548.43
90415,Sony Smart TV 4K Pro 2024 4888,Eletrônicos,3744.97
75085,Acer Placa de Vídeo RTX G Series 9968,Informática,6927.36
128476,Samsung Carregador Rápido Edition 650,Comunicação,3577.28
26294,Nokia Smartwatch Redmi Note 4380,Comunicação,6243.62
22013,Oppo Power Bank Carbon Edition 6481,Comunicação,6671.06
141713,Panasonic Soundbar OLED 9407,Eletrônicos,6762.06
54174,Philips Home Theater Ultra Slim 2651,Eletrônicos,10541.71
18688,LG Fone de Ouvido Bluetooth QLED 3299,Eletrônicos,11791.41
151156,TCL Smart TV 4K Pro 2024 3423,Eletrônicos,8555.91
140112,Oppo Modem 5G Redmi Note 8683,Comunicação,5081.94
32948,Huawei Película de Vidro Pixel 8 4441,Comunicação,1352.21
93885,Logitech Monitor Gamer Inspiron 8790,Informática,4839.73
130383,Apple Placa de Vídeo RTX Inspiron 7066,Informática,3072.57
3999,Dell Roteador Wi-Fi 6 MacBook Air 1506,Informática,11621.48
136124,Xiaomi Capa de Silicone Carbon Edition 3690,Comunicação,3817.78
88992,Corsair Webcam Full HD Inspiron 7775,Informática,6729.82
115580,Bose Protetor de Surto Pro 2024 9515,Eletrônicos,11097.58
20955,Realme Modem 5G Galaxy S23 7973,Comunicação,2100.76
138367,Samsung Película de Vidro Redmi Note 1161,Comunicação,7388.02
117518,Sony Cabo HDMI 2.1 Plus 3038,Eletrônicos,2330.95
191472,MSI Webcam Full HD ThinkPad 9304,Informática,10930.11
55052,Asus Mouse Sem Fio Vostro 7948,Informática,1553.35
186215,Motorola Película de Vidro Edition 788,Comunicação,5269.6
63438,Realme Carregador Rápido Global 1827,Comunicação,2930.41
170684,Motorola Smartphone Global 762,Comunicação,7852.08
137871,Xiaomi Carregador Rápido Moto G 7922,Comunicação,3585.46
50120,LG Protetor de Surto Pro 2024 8980,Eletrônicos,7271.29
64426,Oppo Película de Vidro Moto G 6959,Comunicação,2652.89
79615,Razer Roteador Wi-Fi 6 Vostro 7131,Informática,10908.76
15473,Oppo Carregador Rápido Redmi Note 596,Comunicação,7644.7
196660,Samsung Smartwatch Redmi Note 5061,Comunicação,2050.58
53484,LG Caixa de Som Echo QLED 2432,Eletrônicos,9655.22
139001,TCL Cabo HDMI 2.1 Series X 986,Eletrônicos,3724.98
147007,TCL Caixa de Som Echo Series X 3557,Eletrônicos,10572.76
98996,Lenovo Mouse Sem Fio ROG Strix 130,Informática,810.67
123427,Samsung Smart TV 4K Ultra Slim 927,Eletrônicos,2947.02
131163,Lenovo Roteador Wi-Fi 6 Legion 5772,Informática,2072.52
168843,Razer Roteador Wi-Fi 6 MacBook Air 4701,Informática,11329.81
13629,Samsung Micro-ondas Series X 5701,Eletrônicos,11162.29
42120,Samsung Capa de Silicone Edition 4853,Comunicação,4711.59
90015,TCL Cabo HDMI 2.1 Series X 7242,Eletrônicos,6176.05
168021,Lenovo Roteador Wi-Fi 6 G Series 2103,Informática,13424.06
46313,Sony Home Theater Plus 9876,Eletrônicos,4479.25
39531,Lenovo SSD 1TB NVMe ROG Strix 5053,Informática,10980.83
93807,TCL Caixa de Som Echo Elite Edition 3624,Eletrônicos,11006.58
146823,LG Fone de Ouvido Bluetooth Crystal 7690,Eletrônicos,6027.58
164440,MSI SSD 1TB NVMe Inspiron 3413,Informática,776.58
76998,Bose Cabo HDMI 2.1 OLED 4267,Eletrônicos,4435.82
163922,Samsung Smartphone Redmi Note 4741,Comunicação,7291.09
194845,MSI Placa de Vídeo RTX ROG Strix 3840,Informática,4388.16
123889,Dell Mouse Sem Fio Vostro 5708,Informática,5972.27
127968,Apple Roteador Wi-Fi 6 ROG Strix 3473,Informática,7941.9
5572,JBL Micro-ondas Series X 4646,Eletrônicos,2065.28
50301,TCL Fone de Ouvido Bluetooth Crystal 217,Eletrônicos,10190.57
136002,Nokia Modem 5G Carbon Edition 4077,Comunicação,2286.07
146013,Logitech Notebook ThinkPad 7515,Informática,7898.57
7789,Acer Mouse Sem Fio ThinkPad 2324,Informática,11245.08
174852,Acer Notebook ThinkPad 6841,Informática,10156.24
104412,LG Home Theater Elite Edition 3836,Eletrônicos,4651.21
32895,Razer SSD 1TB NVMe Legion 6765,Informática,505.34
99322,Motorola Capa de Silicone Pixel 8 1530,Comunicação,1411.37
128588,Apple Modem 5G Galaxy S23 497,Comunicação,787.94
94925,Huawei Power Bank Pixel 8 6394,Comunicação,6090.75
77866,Nokia Modem 5G Moto G 8007,Comunicação,922.19
45251,Motorola Capa de Silicone Carbon Edition 5313,Comunicação,7906.81
20328,Philips Caixa de Som Echo Elite Edition 2077,Eletrônicos,7572.01
87530,Lenovo Teclado Mecânico MacBook Air 9297,Informática,10732.79
97607,Acer Mouse Sem Fio ThinkPad 6366,Informática,2355.14
188139,Asus Teclado Mecânico Inspiron 9567,Informática,13875.65
81146,Asus Placa de Vídeo RTX G Series 543,Informática,6887.04
170131,Lenovo SSD 1TB NVMe G Series 7321,Informática,5898.0
16218,Sony Fone de Ouvido Bluetooth Elite Edition 4576,Eletrônicos,7504.85
147111,Razer Notebook ROG Strix 9084,Informática,5798.07
39598,HP Mouse Sem Fio ThinkPad 9311,Informática,1102.58
95294,Corsair Monitor Gamer ROG Strix 5666,Informática,9934.02
146066,Apple Headset com Microfone Galaxy S23 962,Comunicação,3957.85
109672,Sony Home Theater QLED 3507,Eletrônicos,7680.63
65499,Huawei Smartwatch Moto G 2533,Comunicação,289.35
77500,Razer Placa de Vídeo RTX Legion 8894,Informática,3876.28
194413,Apple Mouse Sem Fio Nitro 5 8917,Informática,9709.96
172292,Motorola Power Bank Pixel 8 513,Comunicação,4939.76
127328,Xiaomi Headset com Microfone Carbon Edition 5607,Comunicação,680.81
164174,Acer Notebook Vostro 946,Informática,4086.28
187743,MSI Monitor Gamer Inspiron 2889,Informática,5322.99
164608,Apple SSD 1TB NVMe MacBook Air 2539,Informática,7723.34
20296,Razer Mouse Sem Fio G Series 3379,Informática,14520.3
117574,Samsung Cabo HDMI 2.1 OLED 452,Eletrônicos,7835.88
177359,Apple Power Bank Edition 8642,Comunicação,2993.11
167943,JBL Home Theater OLED 4075,Eletrônicos,7111.55
44927,Acer Mouse Sem Fio Vostro 9096,Informática,1196.56
171381,Logitech Roteador Wi-Fi 6 ROG Strix 9125,Informática,8401.31
42161,Logitech Webcam Full HD Inspiron 8487,Informática,10423.63
116861,TCL Home Theater Pro 2024 9641,Eletrônicos,2125.62
3215,Philips Micro-ondas Series X 309,Eletrônicos,6996.28
51590,Corsair Notebook ThinkPad 5685,Informática,14606.68
185405,Razer Teclado Mecânico Legion 6464,Informática,5103.27
1018,Oppo Modem 5G Global 660,Comunicação,7184.3
53864,TCL Protetor de Surto Series X 9042,Eletrônicos,8913.88
109774,Xiaomi Headset com Microfone Redmi Note 1651,Comunicação,5153.99
66916,Xiaomi Power Bank Moto G 6391,Comunicação,1356.85
70414,Realme Película de Vidro Edition 4343,Comunicação,7894.54
10279,Realme Smartwatch Edition 8936,Comunicação,1977.84
139362,Huawei Headset com Microfone Edition 2204,Comunicação,3677.52
158259,Samsung Smart TV 4K OLED 8929,Eletrônicos,1912.04
95493,Acer Mouse Sem Fio Nitro 5 978,Informática,6438.38
196014,Motorola Headset com Microfone Pixel 8 1707,Comunicação,5452.05
62415,Apple Capa de Silicone Edition 7252,Comunicação,6414.31
8819,Oppo Power Bank Carbon Edition 5436,Comunicação,4072.33
89859,Panasonic Home Theater Elite Edition 7377,Eletrônicos,8649.55
121324,Acer Placa de Vídeo RTX MacBook Air 1482,Informática,1880.68
197034,Logitech Monitor Gamer Legion 5936,Informática,11955.23
168525,Asus Mouse Sem Fio Nitro 5 9580,Informática,10181.96
168809,Nokia Smartwatch Carbon Edition 8409,Comunicação,4839.65
167599,Razer Roteador Wi-Fi 6 ThinkPad 9768,Informática,14829.52
36882,Apple Capa de Silicone Galaxy S23 5920,Comunicação,4508.28
144145,MSI Monitor Gamer ROG Strix 4453,Informática,14307.4
40974,Samsung Carregador Rápido iPhone 15 9678,Comunicação,427.08
47079,Corsair Mouse Sem Fio G Series 7768,Informática,1967.64
257,Xiaomi Carregador Rápido Pixel 8 2079,Comunicação,403.4
44852,Logitech Webcam Full HD MacBook Air 2383,Informática,13318.69
5456,LG Home Theater Elite Edition 7346,Eletrônicos,3847.33
71494,Oppo Carregador Rápido Carbon Edition 3213,Comunicação,3249.29
56029,Samsung Modem 5G iPhone 15 781,Comunicação,5617.73
39283,JBL Home Theater QLED 5218,Eletrônicos,2203.65
40500,MSI Teclado Mecânico G Series 2077,Informática,6411.63
56119,HP SSD 1TB NVMe Legion 8854,Informática,4425.95
168026,Acer SSD 1TB NVMe Vostro 1348,Informática,6189.83
28915,Bose Smart TV 4K Pro 2024 1351,Eletrônicos,8729.74
107769,Corsair Webcam Full HD Inspiron 4462,Informática,14333.34
57166,Corsair Monitor Gamer ThinkPad 7438,Informática,8532.87
199283,Lenovo Notebook ROG Strix 2615,Informática,8996.87
19484,Bose Caixa de Som Echo Ultra Slim 4673,Eletrônicos,5966.46
97655,Philips Cabo HDMI 2.1 Pro 2024 7456,Eletrônicos,11250.53
27318,Motorola Power Bank Galaxy S23 7576,Comunicação,184.34
115759,LG Home Theater Ultra Slim 8595,Eletrônicos,2051.1
186343,Nokia Headset com Microfone Edition 3909,Comunicação,1409.83
135750,Samsung Cabo HDMI 2.1 Elite Edition 1198,Eletrônicos,6242.23
88966,JBL Caixa de Som Echo QLED 3465,Eletrônicos,11126.65
70127,Razer SSD 1TB NVMe G Series 1201,Informática,2885.13
108819,Xiaomi Smartphone Pixel 8 9716,Comunicação,4924.47
50647,Xiaomi Headset com Microfone Redmi Note 9856,Comunicação,1851.41
159286,Logitech Roteador Wi-Fi 6 MacBook Air 3240,Informática,8638.12
114040,Panasonic Cabo HDMI 2.1 Series X 1440,Eletrônicos,7740.56
126633,Apple Monitor Gamer ThinkPad 3752,Informática,685.37
166518,JBL Home Theater Crystal 478,Eletrônicos,2600.87
162233,Bose Smart TV 4K Pro 2024 2279,Eletrônicos,8108.12
78649,Bose Home Theater Elite Edition 4997,Eletrônicos,6619.05
99048,Apple Headset com Microfone Carbon Edition 6181,Comunicação,6065.37
46114,Asus SSD 1TB NVMe Nitro 5 8226,Informática,2587.33
199168,Realme Headset com Microfone Carbon Edition 6274,Comunicação,3211.12
153383,Sony Cabo HDMI 2.1 Pro 2024 4370,Eletrônicos,9876.99
161580,Panasonic Protetor de Surto Crystal 2259,Eletrônicos,10549.54
129463,Razer Teclado Mecânico G Series 8451,Informática,12040.04
16164,Motorola Modem 5G iPhone 15 9835,Comunicação,5068.22
129423,Huawei Película de Vidro Redmi Note 8626,Comunicação,2228.45
100560,Panasonic Protetor de Surto Ultra Slim 2111,Eletrônicos,5523.4
146501,LG Smart TV 4K Pro 2024 2328,Eletrônicos,6490.75
96308,Corsair SSD 1TB NVMe Vostro 7099,Informática,7284.08
54349,JBL Protetor de Surto QLED 9091,Eletrônicos,4163.18
143891,Panasonic Fone de Ouvido Bluetooth Series X 8385,Eletrônicos,8091.4
108416,Apple Roteador Wi-Fi 6 MacBook Air 5833,Informática,2935.53
43810,Motorola Película de Vidro Carbon Edition 930,Comunicação,124.28
73275,Realme Carregador Rápido Global 960,Comunicação,885.15
40748,Panasonic Micro-ondas Elite Edition 6946,Eletrônicos,3506.99
103451,Logitech Teclado Mecânico MacBook Air 2266,Informática,8643.34
65272,Lenovo Mouse Sem Fio ThinkPad 1431,Informática,10883.42
74756,Motorola Modem 5G Pixel 8 5972,Comunicação,610.34
99041,Philips Smart TV 4K Series X 4672,Eletrônicos,8528.67
23701,Apple Película de Vidro Carbon Edition 9052,Comunicação,1992.94
95231,Philips Caixa de Som Echo Crystal 6810,Eletrônicos,9798.19
163253,Philips Smart TV 4K Pro 2024 3795,Eletrônicos,6018.29
96591,Samsung Caixa de Som Echo Pro 2024 1056,Eletrônicos,11425.13
169448,Lenovo Webcam Full HD Legion 8034,Informática,10221.86
95674,Logitech Roteador Wi-Fi 6 ROG Strix 4807,Informática,10406.64
187945,JBL Micro-ondas Series X 1306,Eletrônicos,4044.94
91356,Samsung Home Theater Elite Edition 3036,Eletrônicos,7321.88
126971,Nokia Smartphone Moto G 3392,Comunicação,3738.79
139711,Apple Smartwatch iPhone 15 1405,Comunicação,7801.15
193456,Lenovo SSD 1TB NVMe Legion 8330,Informática,6493.25
136330,Samsung Headset com Microfone Pixel 8 4981,Comunicação,4716.11
169837,Corsair Roteador Wi-Fi 6 ROG Strix 1372,Informática,10123.88
114221,Asus Roteador Wi-Fi 6 Vostro 6416,Informática,11689.74
59139,JBL Protetor de Surto OLED 4680,Eletrônicos,5106.46
69827,Philips Protetor de Surto Ultra Slim 7534,Eletrônicos,9607.32
115132,MSI Mouse Sem Fio ROG Strix 2078,Informática,6791.8
178317,TCL Smart TV 4K Plus 2218,Eletrônicos,10855.68
51769,HP SSD 1TB NVMe Vostro 64,Informática,4659.23
17527,TCL Caixa de Som Echo Crystal 8515,Eletrônicos,9724.65
58633,Panasonic Fone de Ouvido Bluetooth QLED 961,Eletrônicos,11251.29
2902,Apple Smartphone Pixel 8 8704,Comunicação,625.14
119882,Nokia Capa de Silicone iPhone 15 5027,Comunicação,2937.81
161742,Philips Cabo HDMI 2.1 Series X 4389,Eletrônicos,6131.74
63805,Asus Notebook G Series 198,Informática,14767.17
33457,Samsung Soundbar Pro 2024 3656,Eletrônicos,7048.95
58023,Logitech Roteador Wi-Fi 6 Inspiron 3251,Informática,1515.01
24858,Realme Smartphone Galaxy S23 875,Comunicação,4749.13
191693,Realme Capa de Silicone Moto G 1507,Comunicação,580.77
49408,Nokia Power Bank Pixel 8 9513,Comunicação,4473.26
151119,Panasonic Home Theater Pro 2024 2834,Eletrônicos,10742.66
16590,Huawei Carregador Rápido Galaxy S23 7736,Comunicação,7207.96
77167,Samsung Smartwatch Pixel 8 8141,Comunicação,5041.0
166279,Razer SSD 1TB NVMe Nitro 5 6398,Informática,2428.91
141052,Apple Mouse Sem Fio Legion 4112,Informática,6251.12
103338,Huawei Modem 5G iPhone 15 254,Comunicação,5583.02
75411,Huawei Carregador Rápido Carbon Edition 4136,Comunicação,5487.57
91583,Oppo Película de Vidro Galaxy S23 2365,Comunicação,3571.52
98288,Lenovo SSD 1TB NVMe Nitro 5 7811,Informática,3198.51
149078,Logitech SSD 1TB NVMe Inspiron 8488,Informática,3473.69
167,Philips Smart TV 4K Elite Edition 6621,Eletrônicos,9358.7
17866,Sony Home Theater Elite Edition 3470,Eletrônicos,6277.08
185828,Samsung Micro-ondas QLED 9716,Eletrônicos,9032.95
170350,Realme Capa de Silicone Pixel 8 1246,Comunicação,1126.93
142738,Huawei Smartwatch Global 8082,Comunicação,5962.94
127061,Motorola Smartphone Galaxy S23 3130,Comunicação,1187.94
47148,Xiaomi Headset com Microfone Moto G 1037,Comunicação,5071.15
121205,Huawei Power Bank Galaxy S23 4802,Comunicação,4480.51
6745,Xiaomi Capa de Silicone Galaxy S23 2259,Comunicação,1022.83
158071,Sony Caixa de Som Echo Elite Edition 8459,Eletrônicos,8024.89
60890,Apple Roteador Wi-Fi 6 Inspiron 2303,Informática,10134.99
21060,Lenovo Mouse Sem Fio G Series 6187,Informática,12969.02
51773,Philips Caixa de Som Echo Plus 5710,Eletrônicos,1561.55
62324,MSI Notebook ROG Strix 6750,Informática,8389.73
133014,Philips Protetor de Surto QLED 7464,Eletrônicos,10876.49
181376,Samsung Película de Vidro iPhone 15 3045,Comunicação,749.88
129891,Xiaomi Smartwatch Galaxy S23 8583,Comunicação,6944.24
154489,Sony Cabo HDMI 2.1 Crystal 8298,Eletrônicos,4311.36
77061,Apple Power Bank iPhone 15 5475,Comunicação,4132.29
30139,Xiaomi Smartphone Pixel 8 6030,Comunicação,6495.61
91160,Oppo Película de Vidro Edition 1865,Comunicação,7418.35
78096,Panasonic Fone de Ouvido Bluetooth Ultra Slim 9174,Eletrônicos,7085.78
164914,Samsung Soundbar Pro 2024 7497,Eletrônicos,9332.74
21635,Motorola Modem 5G iPhone 15 3246,Comunicação,5940.16
78075,LG Cabo HDMI 2.1 Plus 6759,Eletrônicos,3071.48
169690,Panasonic Smart TV 4K Series X 1946,Eletrônicos,3259.64
15315,LG Soundbar OLED 6931,Eletrônicos,8313.59
148103,Xiaomi Smartwatch Edition 5326,Comunicação,5649.26
38543,Samsung Fone de Ouvido Bluetooth QLED 3347,Eletrônicos,10121.97
95171,Oppo Smartwatch Pixel 8 3723,Comunicação,1830.21
96431,Acer SSD 1TB NVMe ROG Strix 3060,Informática,5768.12
157655,Sony Caixa de Som Echo Plus 3913,Eletrônicos,3112.39
193140,Samsung Caixa de Som Echo Series X 8145,Eletrônicos,4925.92
95478,Apple Smartwatch Carbon Edition 6055,Comunicação,5236.0
91743,Realme Power Bank iPhone 15 2830,Comunicação,6207.62
138551,Huawei Modem 5G Redmi Note 9665,Comunicação,4795.51
18508,Philips Caixa de Som Echo OLED 2930,Eletrônicos,6554.71
147014,Samsung Capa de Silicone Carbon Edition 6244,Comunicação,2303.03
42698,Sony Micro-ondas Series X 5831,Eletrônicos,5607.31
154373,Huawei Headset com Microfone Global 6010,Comunicação,7506.94
114711,Apple Notebook Vostro 7068,Informática,10947.97
19343,Samsung Caixa de Som Echo QLED 190,Eletrônicos,3970.8
80724,Apple Roteador Wi-Fi 6 Inspiron 5782,Informática,566.7
5719,Apple Power Bank Redmi Note 7150,Comunicação,1317.57
61904,Apple Película de Vidro iPhone 15 8094,Comunicação,5359.39
40903,Panasonic Caixa de Som Echo Crystal 5442,Eletrônicos,7376.03
142917,Acer Placa de Vídeo RTX ThinkPad 9773,Informática,3953.31
129710,Motorola Capa de Silicone Pixel 8 2860,Comunicação,7058.86
70701,TCL Protetor de Surto Series X 2855,Eletrônicos,4712.51
158540,Bose Home Theater Series X 355,Eletrônicos,11019.86
145796,Nokia Capa de Silicone Redmi Note 4893,Comunicação,4571.38
176959,Logitech Webcam Full HD MacBook Air 5221,Informática,7465.89
79102,Oppo Smartwatch Pixel 8 9808,Comunicação,5960.59
34092,HP Mouse Sem Fio Legion 7751,Informática,7931.91
101398,Huawei Carregador Rápido Carbon Edition 5845,Comunicação,5661.96
187782,HP Teclado Mecânico G Series 5415,Informática,3383.11
27991,Huawei Smartphone Edition 5161,Comunicação,1422.16
159386,Huawei Smartphone Galaxy S23 6395,Comunicação,6030.35
78364,Samsung Caixa de Som Echo QLED 9028,Eletrônicos,8312.91
121702,Huawei Carregador Rápido Global 8450,Comunicação,5647.94
138887,Sony Smart TV 4K QLED 6584,Eletrônicos,4508.92
88963,Samsung Película de Vidro Galaxy S23 4090,Comunicação,4809.09
107038,Philips Fone de Ouvido Bluetooth Ultra Slim 5780,Eletrônicos,10558.57
191342,Sony Protetor de Surto Plus 5694,Eletrônicos,10517.68
57082,Razer Monitor Gamer Nitro 5 74,Informática,10072.16
156080,Asus Placa de Vídeo RTX MacBook Air 7334,Informática,10792.71
146448,Nokia Smartphone Edition 1902,Comunicação,5984.86
69868,Apple Webcam Full HD Inspiron 9307,Informática,10531.16
53937,Philips Smart TV 4K Ultra Slim 3903,Eletrônicos,6149.86
23930,Motorola Capa de Silicone Edition 9370,Comunicação,903.17
45594,Oppo Película de Vidro Redmi Note 8269,Comunicação,4352.37
124263,JBL Soundbar Series X 7717,Eletrônicos,5690.41
154514,Oppo Carregador Rápido Pixel 8 1742,Comunicação,217.58
187304,HP Teclado Mecânico Vostro 7308,Informática,4165.09
179571,Acer Teclado Mecânico Nitro 5 4703,Informática,1047.73
131571,Nokia Capa de Silicone iPhone 15 1730,Comunicação,4328.08
99277,Nokia Película de Vidro Redmi Note 3226,Comunicação,5759.41
66471,Acer SSD 1TB NVMe Vostro 2121,Informática,11432.75
145240,Philips Protetor de Surto Pro 2024 7966,Eletrônicos,11818.14
77456,Samsung Película de Vidro iPhone 15 4387,Comunicação,3397.14
168867,Realme Smartphone Galaxy S23 8196,Comunicação,3274.28
59279,Lenovo Notebook ROG Strix 6915,Informática,7943.18
142880,Apple Power Bank iPhone 15 4384,Comunicação,6160.75
4790,Panasonic Caixa de Som Echo Ultra Slim 900,Eletrônicos,5451.09
192879,Samsung Capa de Silicone Redmi Note 6988,Comunicação,5021.19
112757,Xiaomi Carregador Rápido Edition 8176,Comunicação,7942.76
134562,Lenovo Roteador Wi-Fi 6 MacBook Air 5053,Informática,9252.57
195949,Realme Carregador Rápido Moto G 4631,Comunicação,1859.67
93526,Apple Placa de Vídeo RTX MacBook Air 5781,Informática,5165.8
66397,Huawei Modem 5G Redmi Note 7530,Comunicação,6718.17
69542,Razer SSD 1TB NVMe ThinkPad 6949,Informática,12912.26
1876,Apple Smartwatch iPhone 15 2055,Comunicação,6986.56
107533,Huawei Carregador Rápido Edition 6828,Comunicação,2423.05
184078,MSI Notebook Legion 5193,Informática,13413.13
94900,TCL Micro-ondas Pro 2024 3782,Eletrônicos,4667.5
67855,LG Protetor de Surto Pro 2024 8553,Eletrônicos,10495.84
191091,Sony Smart TV 4K Elite Edition 706,Eletrônicos,8222.55
97345,Corsair SSD 1TB NVMe ROG Strix 9594,Informática,4763.2
137990,Samsung Fone de Ouvido Bluetooth Crystal 8432,Eletrônicos,3632.02
157257,Lenovo SSD 1TB NVMe Inspiron 7631,Informática,13587.14
21766,Asus Webcam Full HD Legion 6917,Informática,8080.91
89392,Philips Soundbar Series X 2850,Eletrônicos,9803.35
118977,HP Notebook Inspiron 9994,Informática,9063.26
102932,Motorola Capa de Silicone Pixel 8 3096,Comunicação,6300.62
137034,Realme Carregador Rápido iPhone 15 9372,Comunicação,239.69
26441,Acer Notebook G Series 9977,Informática,3625.28
140349,Panasonic Cabo HDMI 2.1 QLED 8749,Eletrônicos,7999.98
117862,Sony Micro-ondas Ultra Slim 9437,Eletrônicos,4628.77
196134,Lenovo Mouse Sem Fio MacBook Air 1854,Informática,9098.85
166575,Xiaomi Headset com Microfone iPhone 15 6970,Comunicação,2101.06
120049,Philips Smart TV 4K QLED 6788,Eletrônicos,8591.4
140661,Logitech Placa de Vídeo RTX Nitro 5 540,Informática,6780.72
9269,Sony Cabo HDMI 2.1 Ultra Slim 9914,Eletrônicos,10967.17
155944,JBL Protetor de Surto Elite Edition 3497,Eletrônicos,7616.16
170258,HP SSD 1TB NVMe Vostro 5915,Informática,11546.47
162131,Huawei Headset com Microfone Carbon Edition 6902,Comunicação,1547.71
11679,Oppo Power Bank Moto G 6517,Comunicação,6410.04
2481,HP Monitor Gamer MacBook Air 6663,Informática,5337.69
98400,LG Protetor de Surto Pro 2024 7856,Eletrônicos,9385.85
121873,HP Mouse Sem Fio MacBook Air 4671,Informática,7357.14
127136,JBL Soundbar Crystal 8581,Eletrônicos,4470.85
141336,Motorola Capa de Silicone Pixel 8 7825,Comunicação,1412.19
56591,Motorola Power Bank iPhone 15 2149,Comunicação,5573.58
28090,Bose Home Theater Elite Edition 4280,Eletrônicos,8709.41
71139,JBL Micro-ondas OLED 3875,Eletrônicos,10822.07
57426,JBL Protetor de Surto Plus 9032,Eletrônicos,2066.13
145363,LG Fone de Ouvido Bluetooth Ultra Slim 3247,Eletrônicos,3582.19
195538,Sony Smart TV 4K Plus 5095,Eletrônicos,2741.61
10072,Asus Webcam Full HD Nitro 5 2839,Informática,10245.04
186636,Motorola Modem 5G Global 9100,Comunicação,3809.76
21404,Oppo Smartwatch Carbon Edition 7058,Comunicação,6464.42
130467,Oppo Smartphone Pixel 8 829,Comunicação,6456.58
36787,Nokia Película de Vidro Global 9062,Comunicação,2561.17
74783,Xiaomi Película de Vidro Galaxy S23 8189,Comunicação,518.56
62345,Samsung Smartwatch iPhone 15 7127,Comunicação,2820.37
24774,HP Webcam Full HD Vostro 9407,Informática,7448.88
80237,Bose Caixa de Som Echo Ultra Slim 8298,Eletrônicos,10897.85
145056,Realme Carregador Rápido Global 837,Comunicação,2554.76
65398,Samsung Micro-ondas Elite Edition 8295,Eletrônicos,8238.61
130524,Xiaomi Película de Vidro iPhone 15 8178,Comunicação,4681.9
87945,Philips Micro-ondas Series X 9031,Eletrônicos,8505.48
174694,Xiaomi Carregador Rápido Pixel 8 7116,Comunicação,7202.61
190799,Apple Película de Vidro Pixel 8 7064,Comunicação,2432.56
157962,MSI SSD 1TB NVMe ThinkPad 4523,Informática,5239.03
50555,Bose Micro-ondas Plus 7621,Eletrônicos,8072.87
87017,Philips Caixa de Som Echo Crystal 2167,Eletrônicos,11804.89
33714,Samsung Fone de Ouvido Bluetooth Ultra Slim 1706,Eletrônicos,10333.76
48107,Logitech Mouse Sem Fio G Series 5090,Informática,7341.85
145744,Bose Smart TV 4K Pro 2024 1972,Eletrônicos,3275.35
28997,Philips Micro-ondas OLED 8793,Eletrônicos,6966.82
64972,Corsair Notebook ROG Strix 5867,Informática,9659.12
149166,Motorola Smartphone Carbon Edition 448,Comunicação,2197.0
162594,Razer Monitor Gamer ThinkPad 4870,Informática,9177.13
130465,LG Soundbar Elite Edition 1506,Eletrônicos,6285.02
19509,JBL Soundbar QLED 474,Eletrônicos,1694.28
29106,Samsung Fone de Ouvido Bluetooth Crystal 2145,Eletrônicos,3144.48
135465,MSI Notebook Vostro 9228,Informática,2614.17
73811,Logitech Mouse Sem Fio ThinkPad 5471,Informática,9811.02
148269,Realme Película de Vidro Redmi Note 7789,Comunicação,3797.35
95173,Acer Teclado Mecânico Vostro 3845,Informática,11461.74
11125,Sony Protetor de Surto Crystal 7967,Eletrônicos,10334.86
153624,Xiaomi Headset com Microfone Carbon Edition 7184,Comunicação,2430.31
55133,HP Mouse Sem Fio Inspiron 8397,Informática,8301.59
42824,Motorola Headset com Microfone Carbon Edition 6244,Comunicação,2138.93
31663,Samsung Carregador Rápido iPhone 15 3383,Comunicação,6627.71
61674,Realme Carregador Rápido Carbon Edition 1266,Comunicação,7511.75
128887,TCL Fone de Ouvido Bluetooth QLED 2241,Eletrônicos,2558.77
109209,LG Protetor de Surto QLED 6708,Eletrônicos,7647.92
179685,Razer Mouse Sem Fio G Series 2944,Informática,2704.79
196426,LG Fone de Ouvido Bluetooth OLED 8177,Eletrônicos,5367.89
162355,JBL Cabo HDMI 2.1 Series X 4900,Eletrônicos,8033.01
195243,Apple Roteador Wi-Fi 6 Vostro 1908,Informática,4903.92
